dz_2001,total,none,one,two,three,four,numcar
S01003938,250,9,105,98,28,10,432
S01003939,287,22,140,99,17,9,426
S01003940,434,111,189,109,17,8,496
S01003941,261,22,113,94,25,7,406
S01003942,332,100,152,63,16,1,331
S01003943,357,115,174,48,15,5,335
S01003944,298,76,153,52,16,1,310
S01003945,286,27,152,85,15,7,396
S01003946,379,64,178,114,19,4,488
S01003947,280,37,131,84,19,9,396
S01003948,325,21,159,106,25,14,506
S01003949,263,30,102,91,31,9,418
S01003950,279,62,141,59,11,6,318
S01003951,306,62,163,63,12,6,352
S01003952,222,13,87,86,26,10,389
S01003953,270,33,130,78,24,5,378
S01003954,305,39,147,87,25,7,426
S01003955,330,111,157,47,12,3,301
S01003956,307,54,176,60,13,4,352
S01003957,316,61,151,74,21,9,399
S01003958,359,87,182,64,17,9,399
S01003959,365,39,162,117,39,8,548
S01003960,385,72,180,105,20,8,484
S01003961,284,83,138,46,11,6,292
S01003962,347,100,170,63,12,2,341
S01003963,216,16,104,67,24,5,336
S01003964,217,17,110,61,14,15,336
S01003965,289,28,155,80,22,4,401
S01003966,471,73,234,111,42,11,630
S01003967,249,54,117,63,13,2,291
S01003968,445,117,209,87,23,9,489
S01003969,376,48,201,96,20,11,500
S01003970,307,34,164,94,9,6,403
S01003971,325,81,154,66,21,3,364
S01003972,336,46,126,128,27,9,507
S01003973,208,32,101,58,13,4,272
S01003974,414,55,186,135,29,9,581
S01003975,341,14,116,153,46,12,613
S01003976,355,160,143,41,7,4,262
S01003977,239,116,94,25,3,1,157
S01003978,270,141,96,29,3,1,168
S01003979,261,70,136,45,8,2,258
S01003980,266,26,128,80,25,7,395
S01003981,266,85,139,32,7,3,236
S01003982,350,83,180,69,12,6,381
S01003983,301,50,160,66,15,10,386
S01003984,293,102,132,47,7,5,287
S01003985,345,157,142,33,10,3,258
S01003986,275,115,116,36,3,5,220
S01003987,255,34,119,75,24,3,355
S01003988,249,45,124,60,16,4,308
S01003989,384,47,144,140,36,17,603
S01003990,238,44,109,59,16,10,328
S01003991,274,32,124,89,19,10,418
S01003992,445,65,215,117,32,16,618
S01003993,293,28,128,89,35,13,465
S01003994,292,36,126,94,25,11,438
S01003995,563,58,227,201,49,28,910
S01003996,275,23,107,99,28,18,476
S01003997,458,204,157,75,17,5,383
S01003998,263,79,125,45,9,5,262
S01003999,377,72,204,77,15,9,443
S01004000,354,127,160,52,10,5,316
S01004001,287,81,130,59,13,4,303
S01004002,530,202,254,53,15,6,461
S01004003,244,57,128,47,11,1,260
S01004004,360,121,175,54,8,2,315
S01004005,283,75,137,57,9,5,301
S01004006,230,41,129,51,5,4,274
S01004007,280,104,124,39,7,6,251
S01004008,282,24,128,90,26,14,450
S01004009,328,43,156,102,25,2,444
S01004010,369,39,156,123,36,15,587
S01004011,525,23,182,251,56,13,904
S01004012,315,36,140,108,25,6,457
S01004013,217,13,80,98,19,7,361
S01004014,293,60,91,106,25,11,432
S01004015,376,37,148,135,48,8,594
S01004016,221,19,85,89,24,4,352
S01004017,507,101,215,151,29,11,650
S01004018,278,18,85,140,28,7,477
S01004019,380,34,114,193,30,9,628
S01004020,374,79,154,115,21,5,467
S01004021,404,25,119,204,45,11,710
S01004022,415,72,215,103,19,6,504
S01004023,231,47,90,68,21,5,310
S01004024,368,77,148,109,31,3,472
S01004025,386,189,156,33,7,1,247
S01004026,260,113,102,36,8,1,202
S01004027,352,166,130,40,13,3,261
S01004028,311,142,119,40,7,3,232
S01004029,398,171,166,53,8,0,296
S01004030,271,135,99,34,2,1,177
S01004031,251,101,114,30,6,0,192
S01004032,170,74,65,17,12,2,143
S01004033,346,182,116,38,9,1,223
S01004034,271,53,110,88,16,4,350
S01004035,334,140,137,49,6,2,268
S01004036,257,106,100,41,8,2,214
S01004037,255,49,107,74,22,3,333
S01004038,281,121,109,40,7,4,226
S01004039,185,108,61,14,1,1,96
S01004040,293,74,129,71,16,3,331
S01004041,322,144,128,33,15,2,247
S01004042,333,216,90,21,5,1,151
S01004043,284,49,116,92,21,6,389
S01004044,392,253,101,33,4,1,183
S01004045,253,122,79,39,12,1,197
S01004046,360,232,106,21,1,0,151
S01004047,298,138,122,31,6,1,206
S01004048,488,221,198,55,10,4,354
S01004049,542,140,224,146,23,9,624
S01004050,205,111,67,25,2,0,123
S01004051,380,209,131,35,3,2,218
S01004052,271,159,77,29,5,1,154
S01004053,453,190,178,71,12,2,368
S01004054,358,123,158,61,11,5,333
S01004055,203,53,80,57,13,0,233
S01004056,306,111,128,54,10,3,278
S01004057,673,229,289,132,21,2,624
S01004058,384,167,152,55,6,4,298
S01004059,268,125,104,36,2,1,186
S01004060,217,110,83,16,7,1,140
S01004061,427,272,124,23,7,1,195
S01004062,336,101,113,98,21,3,384
S01004063,378,221,128,27,2,0,188
S01004064,285,106,121,46,9,3,252
S01004065,541,349,150,35,5,2,243
S01004066,223,105,87,28,3,0,152
S01004067,387,117,167,87,11,5,394
S01004068,408,254,123,29,2,0,187
S01004069,250,129,87,30,3,1,160
S01004070,312,125,149,33,5,0,230
S01004071,455,239,163,46,7,0,276
S01004072,512,215,215,71,9,2,392
S01004073,289,118,117,42,9,3,243
S01004074,373,207,118,37,9,2,227
S01004075,282,187,80,12,2,1,114
S01004076,279,110,115,42,10,2,237
S01004077,324,83,137,90,12,2,363
S01004078,437,223,167,45,1,1,264
S01004079,260,128,93,30,6,3,184
S01004080,458,319,111,21,5,2,180
S01004081,259,22,129,94,13,1,360
S01004082,426,34,171,149,51,21,710
S01004083,449,277,143,21,8,0,209
S01004084,576,390,155,27,4,0,221
S01004085,344,216,115,12,1,0,142
S01004086,507,361,130,13,3,0,165
S01004087,201,98,63,37,2,1,147
S01004088,221,97,92,29,3,0,159
S01004089,330,140,131,55,2,2,255
S01004090,149,83,50,13,1,2,87
S01004091,467,171,210,63,20,3,411
S01004092,393,210,153,25,5,0,218
S01004093,400,298,88,13,1,0,117
S01004094,280,221,54,4,1,0,65
S01004095,257,113,104,37,3,0,187
S01004096,270,10,118,104,31,7,448
S01004097,304,148,113,36,4,3,209
S01004098,259,50,128,67,7,7,311
S01004099,344,32,157,120,31,4,506
S01004100,296,104,127,48,12,5,282
S01004101,403,164,188,43,8,0,298
S01004102,307,72,133,78,20,4,368
S01004103,289,81,135,58,10,5,306
S01004104,290,34,110,116,25,5,438
S01004105,330,84,143,80,20,3,375
S01004106,408,129,196,65,12,6,388
S01004107,289,56,127,89,10,7,363
S01004108,317,65,135,98,17,2,391
S01004109,250,41,98,95,13,3,339
S01004110,407,116,200,79,7,5,399
S01004111,384,60,203,102,15,4,470
S01004112,306,57,146,78,22,3,380
S01004113,339,94,152,77,15,1,355
S01004114,407,186,184,34,2,1,262
S01004115,312,74,128,78,21,11,395
S01004116,285,58,113,89,17,8,377
S01004117,390,100,207,71,11,1,386
S01004118,613,354,220,35,2,2,309
S01004119,300,112,144,32,11,1,245
S01004120,345,52,184,76,22,11,446
S01004121,203,10,102,70,17,4,311
S01004122,357,18,132,146,41,20,640
S01004123,365,49,139,144,23,10,544
S01004124,424,55,175,156,24,14,633
S01004125,323,95,127,81,16,4,357
S01004126,404,159,179,52,9,5,331
S01004127,323,16,137,136,28,6,520
S01004128,268,23,136,82,24,3,384
S01004129,323,66,143,86,22,6,407
S01004130,199,32,89,58,14,6,275
S01004131,369,161,158,47,3,0,261
S01004132,242,70,122,39,10,1,235
S01004133,344,106,158,63,10,7,343
S01004134,268,21,133,91,21,2,386
S01004135,295,134,123,36,1,1,202
S01004136,244,67,122,43,10,2,246
S01004137,245,20,95,93,27,10,405
S01004138,307,94,122,58,27,6,346
S01004139,225,47,100,56,19,3,281
S01004140,222,65,101,49,4,3,225
S01004141,288,82,142,55,8,1,280
S01004142,199,37,80,67,11,4,269
S01004143,380,102,178,81,15,4,411
S01004144,553,112,201,194,25,21,761
S01004145,258,57,131,58,5,7,292
S01004146,333,63,134,106,20,10,452
S01004147,310,104,128,58,17,3,309
S01004148,344,27,143,136,26,12,548
S01004149,292,114,126,38,9,5,251
S01004150,206,21,99,65,16,5,300
S01004151,345,46,161,113,21,4,468
S01004152,285,80,142,47,14,2,288
S01004153,392,110,168,96,13,5,420
S01004154,282,49,116,83,26,8,392
S01004155,337,141,132,51,10,3,277
S01004156,409,133,183,74,15,4,398
S01004157,231,22,109,86,9,5,330
S01004158,290,62,157,49,15,7,330
S01004159,144,38,77,23,4,2,144
S01004160,285,57,143,68,14,3,334
S01004161,246,35,110,70,19,12,359
S01004162,739,47,290,336,54,12,1177
S01004163,252,75,119,43,9,6,256
S01004164,366,69,153,120,12,12,477
S01004165,369,49,185,98,31,6,505
S01004166,297,67,118,88,17,7,376
S01004167,331,129,137,51,11,3,284
S01004168,264,84,109,55,12,4,271
S01004169,295,82,138,62,8,5,310
S01004170,320,108,155,44,12,1,283
S01004171,275,51,141,71,8,4,326
S01004172,347,130,165,44,6,2,279
S01004173,249,74,120,46,9,0,239
S01004174,312,72,147,76,16,1,351
S01004175,235,80,104,44,4,3,217
S01004176,252,31,126,73,16,6,347
S01004177,198,72,82,39,5,0,175
S01004178,246,72,96,65,12,1,266
S01004179,205,37,101,56,9,2,248
S01004180,308,19,113,143,30,3,501
S01004181,319,81,142,79,14,3,357
S01004182,418,178,180,50,7,3,313
S01004183,401,41,184,129,35,12,602
S01004184,353,127,156,58,8,4,313
S01004185,276,103,122,40,9,2,237
S01004186,354,142,138,57,14,3,306
S01004187,298,97,130,49,16,6,300
S01004188,302,112,137,37,14,2,261
S01004189,295,10,82,165,31,7,535
S01004190,321,100,142,63,10,6,324
S01004191,348,122,156,55,10,5,318
S01004192,428,129,178,94,18,9,461
S01004193,309,84,165,52,7,1,294
S01004194,330,106,153,57,10,4,313
S01004195,244,60,104,57,14,9,301
S01004196,276,121,105,41,7,2,216
S01004197,309,92,162,45,8,2,284
S01004198,211,41,78,69,12,11,301
S01004199,388,117,173,82,13,3,395
S01004200,290,21,139,103,20,7,439
S01004201,316,62,162,78,10,4,365
S01004202,216,50,101,52,9,4,250
S01004203,428,112,191,90,25,10,490
S01004204,300,56,141,82,15,6,374
S01004205,292,95,123,55,15,4,295
S01004206,236,20,88,90,29,9,395
S01004207,292,96,132,57,7,0,267
S01004208,349,69,162,95,19,4,426
S01004209,235,27,103,91,13,1,328
S01004210,264,66,112,68,14,4,307
S01004211,390,20,170,160,29,11,622
S01004212,663,59,252,284,47,21,1059
S01004213,314,88,172,43,5,6,297
S01004214,290,27,127,114,16,6,428
S01004215,216,19,63,97,30,7,381
S01004216,344,74,132,105,26,7,448
S01004217,220,80,95,38,6,1,194
S01004218,375,132,183,51,9,0,312
S01004219,222,70,104,38,6,4,216
S01004220,412,104,170,114,22,2,473
S01004221,332,95,159,63,13,2,333
S01004222,335,186,121,26,2,0,179
S01004223,313,148,131,28,5,1,206
S01004224,280,104,128,35,12,1,238
S01004225,435,235,164,31,3,2,243
S01004226,337,140,150,43,4,0,248
S01004227,422,80,196,119,19,8,523
S01004228,345,44,144,123,23,11,506
S01004229,273,84,128,49,10,2,265
S01004230,280,74,152,42,8,4,277
S01004231,314,106,142,54,8,4,291
S01004232,249,32,119,84,11,3,332
S01004233,369,52,152,120,36,9,539
S01004234,396,25,162,153,35,21,665
S01004235,362,26,145,125,49,17,616
S01004236,440,99,200,103,28,10,535
S01004237,322,54,176,77,9,6,386
S01004238,228,15,79,85,34,15,416
S01004239,366,67,188,87,16,8,448
S01004240,323,18,128,114,41,22,571
S01004241,244,38,110,75,16,5,328
S01004242,355,14,157,119,43,22,618
S01004243,271,12,92,119,34,14,496
S01004244,295,68,157,52,12,6,328
S01004245,428,82,166,128,35,17,604
S01004246,248,9,91,109,26,13,439
S01004247,404,125,189,71,15,4,393
S01004248,472,136,232,72,19,13,488
S01004249,423,109,174,94,32,14,532
S01004250,480,109,217,113,30,11,583
S01004251,402,101,175,95,22,9,477
S01004252,251,9,79,119,33,11,466
S01004253,238,20,112,67,25,14,383
S01004254,279,13,103,128,30,5,470
S01004255,1072,136,498,332,86,20,1520
S01004256,533,54,274,175,25,5,719
S01004257,260,7,109,93,35,16,476
S01004258,304,15,111,127,35,16,541
S01004259,282,40,144,83,12,3,359
S01004260,229,32,108,73,11,5,307
S01004261,352,108,168,60,14,2,338
S01004262,329,29,141,107,40,12,527
S01004263,356,133,167,46,8,2,291
S01004264,366,78,180,83,23,2,423
S01004265,393,101,182,91,12,7,432
S01004266,300,125,134,32,7,2,227
S01004267,233,21,117,78,16,1,326
S01004268,269,55,156,48,8,2,284
S01004269,397,82,178,114,16,7,490
S01004270,348,162,149,34,2,1,227
S01004271,348,138,149,49,8,4,289
S01004272,249,24,118,87,17,3,357
S01004273,284,37,135,98,12,2,375
S01004274,400,37,170,141,39,13,624
S01004275,262,41,138,69,10,4,328
S01004276,455,131,238,71,13,2,427
S01004277,296,26,162,85,14,9,413
S01004278,556,90,271,159,29,7,715
S01004279,358,105,160,72,15,6,388
S01004280,446,132,201,83,19,11,473
S01004281,289,27,146,76,33,7,427
S01004282,407,143,211,48,4,1,323
S01004283,314,96,155,54,7,2,292
S01004284,411,130,205,65,9,2,376
S01004285,175,6,93,65,10,1,258
S01004286,218,29,99,70,15,5,313
S01004287,273,39,116,80,26,12,409
S01004288,269,39,147,70,10,3,334
S01004289,216,47,109,37,18,5,258
S01004290,407,38,191,125,42,11,615
S01004291,389,83,208,76,16,6,434
S01004292,352,64,185,98,5,0,396
S01004293,422,66,205,124,24,3,537
S01004294,359,91,179,70,14,5,382
S01004295,360,115,160,64,15,6,359
S01004296,399,74,186,119,18,2,489
S01004297,339,90,202,35,9,3,311
S01004298,514,32,178,224,54,26,913
S01004299,313,157,118,33,5,0,199
S01004300,312,144,135,27,5,1,208
S01004301,330,24,131,120,37,18,566
S01004302,293,17,113,126,30,7,492
S01004303,247,83,121,39,3,1,212
S01004304,409,169,182,56,2,0,300
S01004305,302,76,160,54,9,3,307
S01004306,296,93,151,41,10,1,267
S01004307,265,30,130,80,15,10,383
S01004308,411,116,206,71,13,5,408
S01004309,327,23,132,151,16,5,505
S01004310,341,87,177,60,16,1,349
S01004311,497,127,254,94,15,7,518
S01004312,341,55,185,82,15,4,412
S01004313,507,27,217,196,44,23,857
S01004314,347,76,159,91,11,10,425
S01004315,184,41,81,49,8,5,228
S01004316,153,4,91,52,5,1,214
S01004317,466,66,252,113,28,7,597
S01004318,269,121,109,34,5,0,192
S01004319,383,38,156,140,32,17,606
S01004320,352,93,191,57,8,3,342
S01004321,337,124,172,28,10,3,272
S01004322,461,114,226,97,13,11,504
S01004323,315,131,124,49,9,2,257
S01004324,355,121,169,56,9,0,308
S01004325,488,133,244,89,20,2,490
S01004326,357,48,177,97,22,13,495
S01004327,286,47,124,84,23,8,395
S01004328,280,61,150,61,6,2,298
S01004329,231,49,101,62,11,8,294
S01004330,573,56,270,186,45,16,848
S01004331,284,70,153,50,9,2,288
S01004332,274,52,132,74,15,1,329
S01004333,251,40,124,65,15,7,332
S01004334,363,11,164,140,37,11,603
S01004335,238,50,128,50,8,2,260
S01004336,450,75,210,122,33,10,599
S01004337,337,91,174,54,16,2,338
S01004338,303,58,125,101,14,5,390
S01004339,398,51,189,126,28,4,545
S01004340,232,57,120,50,4,1,237
S01004341,230,59,110,49,11,1,246
S01004342,281,25,163,74,18,1,369
S01004343,254,68,126,44,13,3,269
S01004344,401,106,192,83,17,3,424
S01004345,470,89,236,111,28,6,566
S01004346,190,43,89,46,10,2,221
S01004347,374,65,166,115,24,4,484
S01004348,318,59,172,77,7,3,359
S01004349,339,59,157,98,17,8,438
S01004350,224,31,121,56,11,5,286
S01004351,259,78,128,42,7,4,251
S01004352,274,43,139,68,15,9,364
S01004353,402,98,216,67,16,5,418
S01004354,206,21,115,56,10,4,273
S01004355,226,52,81,69,18,6,298
S01004356,442,154,215,53,14,6,388
S01004357,307,10,128,148,17,4,492
S01004358,287,32,138,84,23,10,415
S01004359,241,84,101,50,6,0,219
S01004360,288,109,119,44,11,5,261
S01004361,356,83,171,79,19,4,403
S01004362,298,155,102,35,5,1,191
S01004363,500,315,156,20,8,1,227
S01004364,513,192,245,62,8,6,419
S01004365,286,106,133,40,7,0,234
S01004366,272,98,118,45,6,5,246
S01004367,318,101,148,58,11,0,297
S01004368,286,148,109,26,2,1,171
S01004369,290,64,155,63,5,3,309
S01004370,296,57,148,73,10,8,359
S01004371,302,103,152,44,3,0,249
S01004372,409,55,201,117,30,6,550
S01004373,301,132,122,37,8,2,228
S01004374,450,221,180,41,5,3,289
S01004375,241,87,97,48,7,2,223
S01004376,348,123,167,47,10,1,298
S01004377,397,188,155,39,9,6,289
S01004378,456,168,190,74,22,2,413
S01004379,409,199,144,53,10,3,292
S01004380,327,162,122,39,4,0,212
S01004381,342,114,144,69,12,3,331
S01004382,350,144,143,50,8,5,292
S01004383,361,117,159,71,10,4,348
S01004384,312,108,154,41,9,0,263
S01004385,356,81,195,65,13,2,374
S01004386,455,103,212,119,15,6,519
S01004387,449,174,200,66,7,2,361
S01004388,282,146,103,31,1,1,172
S01004389,267,65,123,65,10,4,299
S01004390,352,151,140,52,6,3,275
S01004391,235,29,98,81,24,3,346
S01004392,390,133,179,69,7,2,347
S01004393,425,184,176,56,9,0,315
S01004394,380,198,134,32,14,2,248
S01004395,260,145,84,22,7,2,158
S01004396,333,116,144,57,13,3,309
S01004397,345,37,137,133,31,7,526
S01004398,364,105,167,77,13,2,368
S01004399,240,115,100,21,4,0,154
S01004400,213,83,88,36,5,1,179
S01004401,401,43,114,191,43,10,671
S01004402,349,152,149,42,6,0,251
S01004403,210,41,94,55,12,8,272
S01004404,264,21,115,109,14,5,399
S01004405,326,88,127,88,19,4,380
S01004406,392,176,157,49,9,1,286
S01004407,308,148,115,31,10,4,226
S01004408,508,21,180,224,65,18,909
S01004409,219,36,124,50,7,2,253
S01004410,391,122,194,65,10,0,354
S01004411,284,129,115,30,7,3,209
S01004412,540,230,205,77,21,7,450
S01004413,427,247,143,30,7,0,224
S01004414,481,280,174,24,3,0,231
S01004415,349,171,128,40,10,0,238
S01004416,383,154,155,58,11,5,326
S01004417,418,239,141,33,5,0,222
S01004418,381,134,161,67,15,4,356
S01004419,357,144,146,53,14,0,294
S01004420,336,78,155,85,13,5,387
S01004421,545,350,153,34,8,0,245
S01004422,331,170,108,40,9,4,237
S01004423,383,156,148,64,12,3,325
S01004424,332,185,115,25,6,1,187
S01004425,229,39,104,72,11,3,294
S01004426,266,75,100,75,11,5,310
S01004427,380,179,147,47,6,1,263
S01004428,395,188,137,58,10,2,291
S01004429,310,150,115,37,6,2,216
S01004430,223,60,113,37,13,0,226
S01004431,409,248,127,29,4,1,202
S01004432,405,141,182,67,11,4,367
S01004433,383,123,176,67,16,1,362
S01004434,407,172,174,49,9,3,311
S01004435,439,106,217,97,15,4,473
S01004436,318,111,164,34,8,1,260
S01004437,339,123,159,49,6,2,284
S01004438,274,115,120,32,5,2,207
S01004439,259,101,105,45,8,0,219
S01004440,341,149,140,43,8,1,254
S01004441,514,27,234,223,27,3,773
S01004442,446,213,176,48,7,2,301
S01004443,277,116,119,33,9,0,212
S01004444,408,188,159,48,11,2,296
S01004445,317,106,125,71,12,3,315
S01004446,337,127,138,58,12,2,298
S01004447,297,117,137,37,3,3,233
S01004448,237,34,123,58,19,3,310
S01004449,402,191,143,56,8,4,299
S01004450,487,274,166,37,8,2,272
S01004451,391,214,132,39,5,1,229
S01004452,302,76,134,75,17,0,335
S01004453,359,26,153,135,36,9,567
S01004454,455,153,214,72,11,5,411
S01004455,357,51,180,106,16,4,458
S01004456,230,26,120,73,9,2,301
S01004457,385,139,175,61,10,0,327
S01004458,344,156,139,36,13,0,250
S01004459,280,102,120,45,11,2,251
S01004460,231,12,105,85,25,4,366
S01004461,243,31,96,75,30,11,385
S01004462,238,21,110,84,18,5,355
S01004463,317,70,142,80,20,5,383
S01004464,311,112,130,58,11,0,279
S01004465,308,35,147,84,37,5,446
S01004466,448,110,187,116,24,11,537
S01004467,392,178,161,49,3,1,272
S01004468,341,43,133,138,22,5,498
S01004469,230,86,90,45,7,2,209
S01004470,251,13,95,116,24,3,411
S01004471,718,66,274,317,43,18,1115
S01004472,305,29,121,127,21,7,469
S01004473,493,35,208,199,37,14,785
S01004474,438,140,192,80,22,4,435
S01004475,197,5,52,98,27,15,397
S01004476,368,101,169,78,14,6,391
S01004477,487,91,245,120,27,4,582
S01004478,282,96,133,45,7,1,248
S01004479,309,44,147,97,17,4,408
S01004480,423,173,167,68,10,5,356
S01004481,342,101,141,84,13,3,361
S01004482,522,250,210,53,8,1,344
S01004483,282,97,123,49,12,1,262
S01004484,427,68,190,131,28,10,580
S01004485,227,14,92,89,25,7,380
S01004486,392,33,156,136,48,19,665
S01004487,547,205,231,91,18,2,475
S01004488,325,120,148,48,7,2,273
S01004489,367,34,157,141,26,9,555
S01004490,275,40,110,95,25,5,395
S01004491,357,161,144,46,4,2,256
S01004492,424,149,177,85,10,3,390
S01004493,433,118,194,95,19,7,470
S01004494,401,185,156,47,11,2,291
S01004495,353,158,148,40,7,0,249
S01004496,328,107,148,63,8,2,306
S01004497,434,208,163,54,6,3,303
S01004498,325,74,150,73,18,10,392
S01004499,274,78,127,54,12,3,283
S01004500,333,36,152,115,23,7,480
S01004501,346,133,131,66,15,1,312
S01004502,313,50,152,88,18,5,402
S01004503,400,158,196,39,6,1,296
S01004504,290,95,127,53,12,3,281
S01004505,219,67,84,48,16,4,247
S01004506,215,65,94,41,11,4,227
S01004507,341,83,158,81,15,4,381
S01004508,355,99,173,61,16,6,372
S01004509,409,50,131,186,29,13,647
S01004510,392,77,195,96,17,7,468
S01004511,520,167,256,80,14,3,471
S01004512,398,96,169,92,32,9,486
S01004513,303,106,153,40,3,1,246
S01004514,252,64,111,59,12,6,291
S01004515,521,295,197,22,5,2,270
S01004516,202,70,75,49,6,2,200
S01004517,472,227,200,40,2,3,299
S01004518,251,47,110,85,7,2,309
S01004519,374,113,186,62,9,4,354
S01004520,484,152,240,72,15,5,452
S01004521,324,41,153,106,20,4,442
S01004522,385,33,199,124,20,9,546
S01004523,386,74,177,106,24,5,481
S01004524,279,39,141,82,13,4,360
S01004525,438,51,211,135,29,12,622
S01004526,287,16,97,141,25,8,488
S01004527,266,70,114,72,8,2,291
S01004528,368,117,166,65,17,3,362
S01004529,354,80,147,95,28,4,438
S01004530,186,7,75,78,24,2,311
S01004531,449,115,160,136,29,9,558
S01004532,415,191,177,39,7,1,280
S01004533,282,192,78,11,1,0,103
S01004534,254,81,123,40,7,3,237
S01004535,387,95,179,96,10,7,433
S01004536,287,132,110,39,4,2,210
S01004537,342,118,156,54,11,3,310
S01004538,320,88,148,56,22,6,353
S01004539,302,112,118,54,12,6,292
S01004540,496,180,149,147,17,3,507
S01004541,400,135,187,68,8,2,360
S01004542,271,35,99,112,22,3,401
S01004543,380,135,172,60,9,4,336
S01004544,850,268,365,184,25,8,845
S01004545,409,184,171,45,9,0,288
S01004546,394,181,157,48,7,1,278
S01004547,475,254,169,46,4,2,282
S01004548,402,191,141,57,11,2,297
S01004549,836,183,315,292,37,9,1048
S01004550,411,258,130,20,2,1,180
S01004551,605,93,248,223,29,12,832
S01004552,366,182,133,41,9,1,246
S01004553,208,52,87,53,13,3,244
S01004554,323,115,120,72,9,7,320
S01004555,287,80,138,64,4,1,282
S01004556,350,159,147,38,5,1,242
S01004557,185,40,75,60,9,1,226
S01004558,468,205,177,74,8,4,367
S01004559,492,162,230,83,10,7,456
S01004560,208,95,81,23,8,1,155
